script,line,action,cre_or_group,reference_kind,cre_available
BD3000.BCS,1932,CreateCreature,BDFIST97,cre,1
BD3000.BCS,1937,CreateCreature,BDFIST98,cre,1
BD3000.BCS,1942,CreateCreature,BDFIST99,cre,1
BD4000.BCS,34,CreateCreature,BDDSSEN7,cre,1
BD4000.BCS,126,CreateCreature,BDNEDERL,cre,1
BD4000.BCS,129,CreateCreature,BDFIST42,cre,1
BD4000.BCS,130,CreateCreature,BDFIST42,cre,1
BD4000.BCS,131,CreateCreature,BDFIST40,cre,1
BD4000.BCS,132,CreateCreature,BDFIST41,cre,1
BD4000.BCS,133,CreateCreature,BDFISX35,cre,1
BD4000.BCS,193,CreateCreature,CUTSPY,cre,1
BD4000.BCS,194,CreateCreature,CUTSPY2,cre,1
BD4000.BCS,195,CreateCreature,BDCRZAKE,cre,1
BD4000.BCS,199,CreateCreature,BDBENCE,cre,1
BD4000.BCS,251,CreateCreature,BDDAGF35,cre,1
BD4000.BCS,255,CreateCreature,BDDAGF36,cre,1
BD4000.BCS,259,CreateCreature,BDDAGF37,cre,1
BD4000.BCS,263,CreateCreature,BDDAGF38,cre,1
BD4000.BCS,267,CreateCreature,BDFIST35,cre,1
BD4000.BCS,271,CreateCreature,BDFIST36,cre,1
BD4000.BCS,275,CreateCreature,BDFIST37,cre,1
BD4000.BCS,279,CreateCreature,BDFIST38,cre,1
BD4000.BCS,302,CreateCreature,BDWTRX35,cre,1
BD4000.BCS,309,CreateCreature,BDWTRX36,cre,1
BD4000.BCS,316,CreateCreature,BDWTRX37,cre,1
BD4000.BCS,323,CreateCreature,BDFISX35,cre,1
BD4000.BCS,346,CreateCreature,BDFIST36,cre,1
BD4000.BCS,350,CreateCreature,BDWTR36,cre,1
BD4000.BCS,354,CreateCreature,BDFIST35,cre,1
BD4000.BCS,358,CreateCreature,BDWTR35,cre,1
BD4000.BCS,362,CreateCreature,BDWTR37,cre,1
BD4000.BCS,366,CreateCreature,BDFIST37,cre,1
BD4000.BCS,370,CreateCreature,BDWTR38,cre,1
BD4000.BCS,374,CreateCreature,BDFIST38,cre,1
BD4000.BCS,378,CreateCreature,BDWTR39,cre,1
BD4000.BCS,401,CreateCreature,BDCRU48,cre,1
BD4000.BCS,408,CreateCreature,BDCRU49,cre,1
BD4000.BCS,415,CreateCreature,BDCRU50,cre,1
BD4000.BCS,441,CreateCreature,BDCRU51,cre,1
BD4000.BCS,446,CreateCreature,BDCRU52,cre,1
BD4000.BCS,451,CreateCreature,BDCRU53,cre,1
BD4000.BCS,456,CreateCreature,BDCRU54,cre,1
BD4000.BCS,461,CreateCreature,BDCRU55,cre,1
BD4000.BCS,466,CreateCreature,BDCRU56,cre,1
BD4000.BCS,471,CreateCreature,BDCRU57,cre,1
BD4000.BCS,476,CreateCreature,BDCRU58,cre,1
BD4000.BCS,488,CreateCreature,BDCRU40,cre,1
BD4000.BCS,492,CreateCreature,BDCRU44,cre,1
BD4000.BCS,496,CreateCreature,BDCRU41,cre,1
BD4000.BCS,500,CreateCreature,BDCRU46,cre,1
BD4000.BCS,504,CreateCreature,BDCRU45,cre,1
BD4000.BCS,508,CreateCreature,BDCRU42,cre,1
BD4000.BCS,512,CreateCreature,BDCRU47,cre,1
BD4000.BCS,516,CreateCreature,BDCRU43,cre,1
BD4000.BCS,524,CreateCreature,BDALMUR,cre,1
BD4000.BCS,525,CreateCreature,BDLUGG,cre,1
BD4000.BCS,526,CreateCreature,BDPHOSSE,cre,1
BD4000.BCS,528,CreateCreature,BDWTR30,cre,1
BD4000.BCS,530,CreateCreature,BDWTR30,cre,1
BD4000.BCS,549,CreateCreature,BDCRUML1,cre,1
BD4000.BCS,554,CreateCreature,BDCRUML2,cre,1
BD4000.BCS,559,CreateCreature,BDCRUML3,cre,1
BD4000.BCS,564,CreateCreature,BDCRUML4,cre,1
BD4000.BCS,569,CreateCreature,BDCRUMLA,cre,1
BD4000.BCS,574,CreateCreature,BDCRUML6,cre,1
BD4000.BCS,579,CreateCreature,BDCRUML7,cre,1
BD4000.BCS,584,CreateCreature,BDCRUML8,cre,1
BD4000.BCS,589,CreateCreature,BDCRUML9,cre,1
BD4000.BCS,594,CreateCreature,BDCRUML5,cre,1
BD4000.BCS,599,CreateCreature,BDCRUMLB,cre,1
BD4000.BCS,633,CreateCreatureImpassable,BDVOICE1,cre,1
BD4000.BCS,777,CreateCreature,BDFIST35,cre,1
BD4000.BCS,781,CreateCreature,BDFIST36,cre,1
BD4000.BCS,785,CreateCreature,BDFIST37,cre,1
BD4000.BCS,789,CreateCreature,BDFIST38,cre,1
BD4000.BCS,793,CreateCreature,BDFISX35,cre,1
BD4000.BCS,797,CreateCreature,BDWTR35,cre,1
BD4000.BCS,801,CreateCreature,BDWTR36,cre,1
BD4000.BCS,805,CreateCreature,BDWTR38,cre,1
BD4000.BCS,809,CreateCreature,BDDAGF37,cre,1
BD4000.BCS,813,CreateCreature,BDDAGF38,cre,1
BD4000.BCS,908,CreateCreature,BDUROLD,cre,1
BD4000.BCS,910,CreateCreature,BDPRIS01,cre,1
BD4000.BCS,911,CreateCreature,BDPRIS02,cre,1
BD4000.BCS,912,CreateCreature,BDPRIS03,cre,1
BD4000.BCS,913,CreateCreature,BDPRISD1,cre,1
BD4000.BCS,914,CreateCreature,BDPRISD2,cre,1
BD4000.BCS,923,CreateCreature,BDPRISGU,cre,1
BD4000.BCS,932,CreateCreature,BDTHERL2,cre,1
BD4100.BCS,55,CreateCreature,BDFIST37,cre,1
BD4100.BCS,66,CreateCreature,BDNEDERL,cre,1
BD4100.BCS,77,CreateCreature,BDBELEGA,cre,1
BD4100.BCS,91,CreateCreature,CUTSPY,cre,1
BD4100.BCS,118,CreateCreature,CUTSPY,cre,1
BD4100.BCS,550,CreateCreature,BDSKIE,cre,1
BD4300.BCS,69,CreateCreatureImpassable,BDVOICE,cre,1
BD4300.BCS,70,CreateCreature,BDHEPHER,cre,1
BD4300.BCS,71,CreateCreature,BDOLVENA,cre,1
BD4300.BCS,72,CreateCreature,BDESSERI,cre,1
BD4300.BCS,74,CreateCreature,BDDAEROS,cre,1
BD4300.BCS,76,CreateCreature,BDGOLSTO,cre,1
BD4300.BCS,81,CreateCreature,BDGOLSTO,cre,1
BD4300.BCS,133,CreateCreature,BDBENCE,cre,1
BD4300.BCS,134,CreateCreature,BDFFSOL1,cre,1
BD4300.BCS,135,CreateCreature,BDFFSOL2,cre,1
BD4300.BCS,136,CreateCreature,BDFFMAGE,cre,1
BD4300.BCS,137,CreateCreature,BDDAEROS,cre,1
BD4300.BCS,139,CreateCreature,BDCUTID,cre,1
BD4300.BCS,140,CreateCreature,BDFIST30,cre,1
BD4300.BCS,141,CreateCreature,BDWTR36,cre,1
BD4300.BCS,142,CreateCreature,BDFIST37,cre,1
BD4300.BCS,143,CreateCreature,BDFIST31,cre,1
BD4300.BCS,144,CreateCreature,BDFISTX3,cre,1
BD4300.BCS,145,CreateCreature,BDWTR31,cre,1
BD4300.BCS,168,CreateCreature,BDBENCE,cre,1
BD4300.BCS,169,CreateCreature,BDDELANC,cre,1
BD4300.BCS,170,CreateCreature,BDPATRES,cre,1
BD4300.BCS,360,CreateCreature,BDCRUZ01,cre,1
BD4300.BCS,361,CreateCreature,BDCRUZ02,cre,1
BD4300.BCS,362,CreateCreature,BDCRUZ03,cre,1
BD4300.BCS,374,CreateCreature,BDCRUZ02,cre,1
BD4300.BCS,375,CreateCreature,BDCRUZ03,cre,1
BD4300.BCS,376,CreateCreature,BDCRUS92,cre,1
BD4300.BCS,421,CreateCreature,BDCRU109,cre,1
BD4300.BCS,423,CreateCreature,BDCRUS91,cre,1
BD4300.BCS,425,CreateCreature,BDCRUX31,cre,1
BD4300.BCS,427,CreateCreature,BDCRUS99,cre,1
BD4300.BCS,429,CreateCreature,BDCRUS90,cre,1
BD4300.BCS,436,CreateCreature,BDCRU122,cre,1
BD4300.BCS,438,CreateCreature,BDCRUS22,cre,1
BD4300.BCS,440,CreateCreature,BDCRU106,cre,1
BD4300.BCS,442,CreateCreature,BDCRUS34,cre,1
BD4300.BCS,444,CreateCreature,BDCRUS93,cre,1
BD4300.BCS,451,CreateCreature,BDCRUS92,cre,1
BD4300.BCS,453,CreateCreature,BDCRUS94,cre,1
BD4300.BCS,455,CreateCreature,BDCRUX32,cre,1
BD4300.BCS,457,CreateCreature,BDCRUS33,cre,1
BD4300.BCS,459,CreateCreature,BDCRUS97,cre,1
BD4300.BCS,466,CreateCreature,BDCRU123,cre,1
BD4300.BCS,468,CreateCreature,BDCRUS37,cre,1
BD4300.BCS,470,CreateCreature,BDCRU107,cre,1
BD4300.BCS,472,CreateCreature,BDCRUS24,cre,1
BD4300.BCS,474,CreateCreature,BDCRUS96,cre,1
BD4300.BCS,499,CreateCreature,BDINSA01,cre,1
BD4300.BCS,501,CreateCreature,BDINSA02,cre,1
BD4300.BCS,503,CreateCreature,BDINSA03,cre,1
BD4300.BCS,505,CreateCreature,BDINSA04,cre,1
BD4300.BCS,507,CreateCreature,BDINSA05,cre,1
BD4300.BCS,509,CreateCreature,BDINSA06,cre,1
BD4300.BCS,511,CreateCreature,BDINSA07,cre,1
BD4300.BCS,515,CreateCreature,BDCRUE31,cre,1
BD4300.BCS,517,CreateCreature,BDCRUE30,cre,1
BD4300.BCS,519,CreateCreature,BDCRUE32,cre,1
BD4300.BCS,521,CreateCreature,BDCRUE33,cre,1
BD4300.BCS,523,CreateCreature,BDCRUE34,cre,1
BD4300.BCS,551,CreateCreatureEffect,BDIMP,cre,1
BD4300.BCS,553,CreateCreatureEffect,BDLEMURE,cre,1
BD4300.BCS,555,CreateCreatureEffect,BDABIBLA,cre,1
BD4300.BCS,571,CreateCreatureEffect,BDIMP,cre,1
BD4300.BCS,573,CreateCreatureEffect,BDABIGRE,cre,1
BD4300.BCS,575,CreateCreatureEffect,BDABIRED,cre,1
BD4300.BCS,577,CreateCreatureEffect,BDABIBLA,cre,1
BD4300.BCS,592,CreateCreatureEffect,BDIMP,cre,1
BD4300.BCS,594,CreateCreatureEffect,BDHAMATU,cre,1
BD4300.BCS,596,CreateCreatureEffect,BDABIRED,cre,1
BD4300.BCS,598,CreateCreatureEffect,BDHAMATU,cre,1
BD4400.BCS,148,CreateCreatureObjectEffect,BDDEVIL1,cre,1
BD4400.BCS,149,CreateCreatureObjectEffect,BDDEVIL2,cre,1
BD4601.BCS,59,CreateCreatureEffect,BDLEMURE,cre,1
BD4601.BCS,61,CreateCreatureEffect,BDIMP,cre,1
BD4601.BCS,63,CreateCreatureEffect,BDLEMURE,cre,1
BD4601.BCS,78,CreateCreatureEffect,BDHELCAT,cre,1
BD4601.BCS,80,CreateCreatureEffect,BDABIBLA,cre,1
BD4601.BCS,82,CreateCreatureEffect,BDHELCAT,cre,1
BD4601.BCS,97,CreateCreatureEffect,BDABIRED,cre,1
BD4601.BCS,99,CreateCreatureEffect,BDBONEFI,cre,1
BD4601.BCS,101,CreateCreatureEffect,BDABIGRE,cre,1
BD4700.BCS,17,CreateCreatureObject,BDCAELD,cre,1
BD4700.BCS,61,CreateCreatureEffect,BDABIGRE,cre,1
BD4700.BCS,62,CreateCreatureEffect,BDABIRED,cre,1
BD4700.BCS,64,CreateCreatureEffect,BDERINYE,cre,1
BD4700.BCS,65,CreateCreatureEffect,BDBONEFI,cre,1
BD4700.BCS,67,CreateCreatureEffect,BDDCOR01,cre,1
BD4700.BCS,68,CreateCreatureEffect,BDHAMATU,cre,1
BD4700.BCS,80,CreateCreatureEffect,BDABIGRE,cre,1
BD4700.BCS,81,CreateCreatureEffect,BDABIRED,cre,1
BD4700.BCS,83,CreateCreatureEffect,BDERINYE,cre,1
BD4700.BCS,84,CreateCreatureEffect,BDBONEFI,cre,1
BD4700.BCS,96,CreateCreatureEffect,BDABIGRE,cre,1
BD4700.BCS,97,CreateCreatureEffect,BDABIRED,cre,1
BD5000.BCS,69,CreateCreature,BDSLUG,cre,1
BD5000.BCS,83,CreateCreature,BDKAELET,cre,1
BD5000.BCS,84,CreateCreature,BDUMAR,cre,1
BD5000.BCS,96,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,97,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,98,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,111,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,112,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,113,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,114,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,115,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,128,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,129,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,130,CreateCreatureEffect,BEARCA,cre,1
BD5000.BCS,131,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,132,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,133,CreateCreatureEffect,BDSTSNAK,cre,1
BD5000.BCS,134,CreateCreatureEffect,BDSTSNAK,cre,1
BD5000.BCS,135,CreateCreatureEffect,BDHAMADR,cre,1
BD5000.BCS,148,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,149,CreateCreatureEffect,BDSTSNAK,cre,1
BD5000.BCS,150,CreateCreatureEffect,BDSTSNAK,cre,1
BD5000.BCS,151,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,152,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,153,CreateCreatureEffect,BDSTSNAK,cre,1
BD5000.BCS,154,CreateCreatureEffect,BDSTSNAK,cre,1
BD5000.BCS,155,CreateCreatureEffect,BDHAMADR,cre,1
BD5000.BCS,156,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,157,CreateCreatureEffect,SPIDPH,cre,1
BD5000.BCS,158,CreateCreatureEffect,ELEARG01,cre,1
BD5000.BCS,178,CreateCreature,BDGUAR55,cre,1
BD5000.BCS,179,CreateCreature,BDGUAR56,cre,1
BD5000.BCS,190,CreateCreature,BDGUAR59,cre,1
BD5000.BCS,191,CreateCreature,BDGUAR60,cre,1
BD5000.BCS,192,CreateCreature,BDGUAR59,cre,1
BD5000.BCS,193,CreateCreature,BDGUAR60,cre,1
BD5000.BCS,209,CreateCreature,BDHELP01,cre,1
BD5000.BCS,210,CreateCreature,BDHELP02,cre,1
BD5000.BCS,211,CreateCreature,BDHELP03,cre,1
BD5000.BCS,224,CreateCreature,BDGUAR57,cre,1
BD5000.BCS,227,CreateCreature,BDGUAR58,cre,1
BD5000.BCS,239,CreateCreature,BDGUAR57,cre,1
BD5000.BCS,241,CreateCreature,BDCRUS99,cre,1
BD5000.BCS,244,CreateCreature,BDCRU104,cre,1
BD5000.BCS,248,CreateCreature,BDGUAR58,cre,1
BD5000.BCS,249,CreateCreature,BDCRU103,cre,1
BD5000.BCS,252,CreateCreature,BDCRUS91,cre,1
BD5000.BCS,466,CreateCreatureObject,BDRAT2,cre,1
BD5000.BCS,469,CreateCreatureObject,BDRAT2,cre,1
BD5000.BCS,472,CreateCreatureObject,BDRAT2,cre,1
BD5100.BCS,74,CreateCreature,BDCRUS5D,cre,1
BD5100.BCS,75,CreateCreature,BDCRUS6D,cre,1
BD5100.BCS,76,CreateCreature,BDCRUS6D,cre,1
BD5100.BCS,77,CreateCreature,BDCRUS5D,cre,1
BD5100.BCS,78,CreateCreature,BDCRUS6D,cre,1
BD5100.BCS,79,CreateCreature,BDOGRE1D,cre,1
BD5100.BCS,80,CreateCreature,BDOGREM,cre,1
BD5100.BCS,104,CreateCreature,BDIRENI,cre,1
BD5100.BCS,105,CreateCreatureImpassable,CUTSPY,cre,1
BD5100.BCS,122,CreateCreature,BDIRENI,cre,1
BD5100.BCS,123,CreateCreatureImpassable,CUTSPY,cre,1
BD5100.BCS,156,CreateCreatureImpassable,BDPWATER,cre,1
BD5100.BCS,216,CreateCreature,BDGFGUAX,cre,1
BD5100.BCS,310,CreateCreatureObjectOffset,BDCRALRT,cre,1
BD5100.BCS,323,CreateCreature,BDCRUX34,cre,1
BD5100.BCS,325,CreateCreature,BDCRU109,cre,1
BD5100.BCS,327,CreateCreature,BDCRUS90,cre,1
BD5100.BCS,330,CreateCreature,BDCRUS97,cre,1
BD5100.BCS,346,CreateCreature,BDCRU121,cre,1
BD5100.BCS,404,CreateCreature,BDCRU118,cre,1
BD5100.BCS,406,CreateCreature,BDCRU110,cre,1
BD5100.BCS,408,CreateCreature,BDCRU104,cre,1
BD5100.BCS,422,CreateCreature,BDCRU123,cre,1
BD5100.BCS,424,CreateCreature,BDCRU107,cre,1
BD5100.BCS,427,CreateCreature,BDCRUS20,cre,1
BD5100.BCS,514,CreateCreatureEffect,BDSHAMB,cre,1
BD5100.BCS,515,CreateCreatureEffect,BDSHAMB,cre,1
BD5100.BCS,517,CreateCreatureEffect,BDSPIDGA,cre,1
BD5100.BCS,518,CreateCreatureEffect,BDSPIDGA,cre,1
BD5100.BCS,520,CreateCreatureEffect,BDTREANT,cre,1
BD5100.BCS,521,CreateCreatureEffect,BDTREANT,cre,1
BD5100.BCS,532,CreateCreatureEffect,BDSPIDGA,cre,1
BD5100.BCS,533,CreateCreatureEffect,BDSPIDGA,cre,1
BD5100.BCS,535,CreateCreatureEffect,BDTREANT,cre,1
BD5100.BCS,536,CreateCreatureEffect,BDTREANT,cre,1
BD5100.BCS,547,CreateCreatureEffect,BDTREANT,cre,1
BD5100.BCS,548,CreateCreatureEffect,BDTREANT,cre,1
BD5300.BCS,119,CreateCreature,BDHALAT,cre,1
BD5300KR.BCS,8,CreateCreature,BDKRUNTU,cre,1
BD6000.BCS,7,CreateCreature,L#2BDFF1,cre,1
BD6000.BCS,8,CreateCreature,L#2BDFF2,cre,1
BD6000.BCS,31,CreateCreature,L#2BRISL,cre,1
BD6000.BCS,75,CreateCreature,BDSCHAE2,cre,1
BD6100.BCS,32,CreateCreature,BDCUTID,cre,1
BD6100.BCS,91,CreateCreature,CUTSPY,cre,1
BD6100.BCS,93,CreateCreature,BDFINAL2,cre,1
BD6100.BCS,95,CreateCreature,BDFINAL3,cre,1
BD6100.BCS,97,CreateCreature,BDFINAL4,cre,1
BD6100.BCS,99,CreateCreature,BDFINAL5,cre,1
BD6100.BCS,101,CreateCreature,BDFINAL1,cre,1
BD6100.BCS,103,CreateCreature,BDFINAL4,cre,1
BD6100.BCS,105,CreateCreature,BDFINAL5,cre,1
BD6100.BCS,126,CreateCreatureObject,K#TELBGT,cre,1
BD6100.BCS,183,CreateCreatureAtLocation,BDFINAL2,cre,1
BD6100.BCS,188,CreateCreatureAtLocation,BDFINAL3,cre,1
BD6100.BCS,193,CreateCreatureAtLocation,BDFINAL4,cre,1
BD6100.BCS,198,CreateCreatureAtLocation,BDFINAL5,cre,1
BD7000.BCS,16,CreateCreature,C02AKOKO,cre,1
BD7000.BCS,78,CreateCreature,RASAAD7,cre,1
BD7000.BCS,182,CreateCreature,WOLFDI,cre,1
BD7000.BCS,183,CreateCreature,WOLFDI,cre,1
BD7000.BCS,184,CreateCreature,WOLFDI,cre,1
BD7000.BCS,187,CreateCreature,WOLFDI,cre,1
BD7000.BCS,188,CreateCreature,WOLFDI,cre,1
BD7000.BCS,189,CreateCreature,WOLFDI,cre,1
BD7000.BCS,200,CreateCreature,WOLFDI,cre,1
BD7000.BCS,201,CreateCreature,WOLFDI,cre,1
BD7000.BCS,202,CreateCreature,WOLFDI,cre,1
BD7000.BCS,205,CreateCreature,WOLFDI,cre,1
BD7000.BCS,206,CreateCreature,WOLFDI,cre,1
BD7000.BCS,207,CreateCreature,WOLFDI,cre,1
BD7000.BCS,208,CreateCreature,WOLFDI,cre,1
BD7000.BCS,211,CreateCreature,WOLFDI,cre,1
BD7000.BCS,212,CreateCreature,WOLFDI,cre,1
BD7000.BCS,213,CreateCreature,WOLFDI,cre,1
BD7000.BCS,224,CreateCreature,WOLFDI,cre,1
BD7000.BCS,225,CreateCreature,WOLFDI,cre,1
BD7000.BCS,226,CreateCreature,WOLFDI,cre,1
BD7000.BCS,229,CreateCreature,WOLFDI,cre,1
BD7000.BCS,230,CreateCreature,WOLFDI,cre,1
BD7000.BCS,231,CreateCreature,WOLFDI,cre,1
BD7000.BCS,232,CreateCreature,WOLFDI,cre,1
BD7000.BCS,235,CreateCreature,WOLFDI,cre,1
BD7000.BCS,236,CreateCreature,WOLFDI,cre,1
BD7000.BCS,237,CreateCreature,WOLFDI,cre,1
BD7000.BCS,240,CreateCreature,WOLFDI,cre,1
BD7000.BCS,241,CreateCreature,WOLFDI,cre,1
BD7000.BCS,242,CreateCreature,WOLFDI,cre,1
BD7000.BCS,245,CreateCreature,WOLFDI,cre,1
BD7000.BCS,246,CreateCreature,WOLFDI,cre,1
BD7000.BCS,247,CreateCreature,WOLFDI,cre,1
BD7100.BCS,27,CreateCreature,C02AURA,cre,1
BD7100.BCS,472,CreateCreature,JAHEIR7_,cre,1
BD7100.BCS,523,CreateCreature,BDKAVA,cre,1
BD7100.BCS,524,CreateCreature,BDFARRL,cre,1
BD7100.BCS,525,CreateCreature,BDREND,cre,1
BD7100.BCS,573,CreateCreature,BDSKIE,cre,1
BD7100.BCS,672,CreateCreature,BDOPHYLL,cre,1
BD7100.BCS,683,CreateCreature,BDSORALI,cre,1
BD7100.BCS,684,CreateCreature,BDPETSG2,cre,1
BD7200.BCS,7,CreateCreature,CUTSPY,cre,1
BD7210.BCS,95,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,96,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,97,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,98,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,99,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,100,CreateCreatureOffScreen,BDDRGGRY,cre,1
BD7210.BCS,101,CreateCreatureOffScreen,BDDRGGRY,cre,1
BD7210.BCS,114,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,115,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,116,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,117,CreateCreatureOffScreen,BDDRGGRY,cre,1
BD7210.BCS,130,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7210.BCS,131,CreateCreatureOffScreen,BDWYVR03,cre,1
BD7220.BCS,7,CreateCreature,BDCULTX2,cre,1
BD7230.BCS,20,CreateCreature,BDSERVSU,cre,1
BD7230.BCS,22,CreateCreature,BDSERVSU,cre,1
BD7230.BCS,34,CreateCreature,BDSERVSU,cre,1
BD7230.BCS,124,CreateCreatureObject,CUTSPY,cre,1
BD7300.BCS,33,CreateCreature,BDSCHAEL,cre,1
BD7300.BCS,180,CreateCreature,BDEPHRIK,cre,1
BD7400.BCS,30,CreateCreature,BDWOLFVA,cre,1
BD7400.BCS,31,CreateCreature,BDWOLFDR,cre,1
BD7400.BCS,32,CreateCreature,BDWOLFDR,cre,1
BD7400.BCS,33,CreateCreature,BDWOLFDR,cre,1
BD7400.BCS,34,CreateCreature,BDWOLF,cre,1
BD7400.BCS,35,CreateCreature,BDWOLF,cre,1
BD7400.BCS,36,CreateCreature,BDWOLF,cre,1
BD7400.BCS,37,CreateCreature,BDWOLF,cre,1
BDASHIRU.BCS,52,CreateCreatureObject,BDSHAD04,cre,1
BDASHIRU.BCS,53,CreateCreatureObject,BDSHAD04,cre,1
BDASHIRU.BCS,67,CreateCreatureObject,BDSHAD04,cre,1
BDASHIRU.BCS,68,CreateCreatureObject,BDSHAD04,cre,1
BDASHIRU.BCS,69,CreateCreatureObject,BDSHSOUL,cre,1
BDASHIRU.BCS,70,CreateCreatureObject,BDSHSOUL,cre,1
BDBALDUR.BCS,103,CreateCreatureObjectOffset,CUTSPY,cre,1
BDBALDUR.BCS,108,CreateCreatureObjectOffset,CUTSPY,cre,1
BDBALDUR.BCS,1517,CreateCreatureObject,BDANGATH,cre,1
BDBALDUR.BCS,1526,CreateCreatureObject,BDFFWIZ,cre,1
BDBALDUR.BCS,1678,CreateCreatureOffScreen,BDTSMESS,cre,1
BDBCRW.BCS,77,CreateCreature,CUTSPY,cre,1
BDBOARB.BCS,7,CreateCreature,BDCUTID,cre,1
BDBOARB2.BCS,39,CreateCreature,CUTSPY,cre,1
BDBOARB2.BCS,40,CreateCreatureDoor,BDFISTM1,cre,1
BDBOARB2.BCS,104,CreateCreature,CUTSPY,cre,1
BDBOARB2.BCS,176,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,183,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,186,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,193,CreateCreature,BDELFIRL,cre,1
BDBOARB2.BCS,208,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,211,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,218,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,221,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,224,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,231,CreateCreature,BDELFIRL,cre,1
BDBOARB2.BCS,234,CreateCreature,BDELFIRL,cre,1
BDBOARB2.BCS,241,CreateCreature,BDELFIRM,cre,1
BDBOARB2.BCS,254,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,257,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,260,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,263,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,266,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,273,CreateCreature,BDELFIRM,cre,1
BDBOARB2.BCS,274,CreateCreature,BDELFIRM,cre,1
BDBOARB2.BCS,279,CreateCreature,BDELFIRG,cre,1
BDBOARB2.BCS,284,CreateCreature,BDEFREET,cre,1
BDBOARB2.BCS,285,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,288,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,303,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,306,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,309,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,312,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,315,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,318,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,321,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,324,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,331,CreateCreature,BDELFIRM,cre,1
BDBOARB2.BCS,332,CreateCreature,BDELFIRM,cre,1
BDBOARB2.BCS,333,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,336,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,339,CreateCreature,BDSALF01,cre,1
BDBOARB2.BCS,346,CreateCreature,BDELFIRG,cre,1
BDBOARB2.BCS,347,CreateCreature,BDELFIRG,cre,1
BDBOARB2.BCS,352,CreateCreature,BDEFREET,cre,1
BDBOARB2.BCS,353,CreateCreature,BDEFREET,cre,1
BDBOARB2.BCS,354,CreateCreature,BDMEPF01,cre,1
BDBOARB2.BCS,357,CreateCreature,BDMEPF01,cre,1
BDBRANCH.BCS,8,CreateCreature,BDMYC01,cre,1
BDBRANCH.BCS,9,CreateCreature,BDMYC01,cre,1
BDBRANCH.BCS,10,CreateCreature,BDMYC01,cre,1
BDBRANCH.BCS,11,CreateCreature,BDMYCELD,cre,1
BDBTEAM1.BCS,43,CreateCreature,BDTEAM12,cre,1
BDBTEAM1.BCS,44,CreateCreature,BDTEAM11,cre,1
BDBTEAM2.BCS,43,CreateCreature,BDTEAM22,cre,1
