area,index,region_name,type,x1,y1,x2,y2,destination,entrance,flags_hex,deactivated,trapped,script
BD7110,3,Infopoint04,1,369,428,610,625,,,0x00000000,0,0,
BD7110,4,Infopoint05,1,1165,683,1247,731,,,0x00000000,0,0,
BD7110,5,Infopoint06,1,1286,323,1400,389,,,0x00000100,1,0,
BD7110,6,Infravision_text,0,1320,560,1497,583,,,0x00000002,0,1,BDINFR01
BD7200,0,Trans_bd0114,2,1671,1524,1819,1687,BD0114,Exitbd7200,0x00000604,0,0,
BD7200,1,Tran_bd7210,2,1976,264,2166,406,BD7210,Exitbd7200,0x00000604,0,0,
BD7200,2,Infopoint03,1,1625,770,1766,982,,,0x00000000,0,0,
BD7210,0,Tran_bd7200,2,186,1208,374,1375,BD7200,Exitbd7210,0x00000604,0,0,
BD7210,1,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD7210,2,TranBD7220,2,1665,1239,1909,1494,BD7230,ExitBD7220,0x00000604,0,0,
BD7220,0,TranBD7210,2,423,291,591,547,BD7210,Exitbd7220,0x00000604,0,0,
BD7220,1,TranBD7230,2,1935,457,2076,685,BD7230,Exitbd7220,0x00000604,0,0,
BD7220,2,Trap_spear,0,882,877,1011,902,,,0x00000008,0,1,GSPEAR
BD7220,3,Trap_greater_command,0,1342,1054,1472,1151,,,0x00000008,0,1,BDGT009
BD7220,4,Infopoint05,1,739,1465,1067,1639,,,0x00000000,0,0,
BD7220,5,Infopoint06,1,1311,1452,1352,1514,,,0x00000000,0,0,
BD7220,6,Infopoint07,1,1587,306,1670,391,,,0x00000000,0,0,
BD7220,7,Infopoint08,1,818,310,883,354,,,0x00000000,0,0,
BD7220,8,Infopoint09,1,1149,360,1203,430,,,0x00000000,0,0,
BD7230,0,Mask1,1,2656,2201,2677,2232,,,0x00000400,0,0,BDMASK
BD7230,1,Mask2,1,2696,2169,2717,2200,,,0x00000400,0,0,BDMASK
BD7230,2,Mask3,1,2736,2139,2757,2170,,,0x00000400,0,0,BDMASK
BD7230,3,Mask4,1,2657,2226,2678,2257,,,0x00000400,0,0,BDMASK
BD7230,4,Mask5,1,2697,2193,2718,2224,,,0x00000400,0,0,BDMASK
BD7230,5,Mask6,1,2737,2162,2758,2193,,,0x00000400,0,0,BDMASK
BD7230,6,Trap_hold_person,0,1461,1194,1595,1289,,,0x00000008,0,1,GTHP
BD7230,7,Trap_fireball,0,822,1539,946,1642,,,0x00000008,0,1,GTFB
BD7230,8,Trap_flame_strike,0,3199,1201,3324,1300,,,0x00000008,0,1,GTFS
BD7230,9,Trap_dire_charm,0,2763,2023,2954,2160,,,0x00000008,0,1,GTDC
BD7230,10,Trap_confusion,0,2300,2136,2434,2243,,,0x00000008,0,1,GTCON
BD7230,11,TranBD7220,2,1222,333,1544,611,BD7210,ExitBD7220,0x00000604,0,0,
BD7230,12,Lever,1,1931,452,1995,565,,,0x00000400,0,1,BDLEVER2
BD7230,13,Pit,1,1888,731,2103,902,,,0x00000000,0,0,
BD7230,14,Trap_ambush,0,2455,2207,2524,2483,,,0x00000000,0,1,BD7230AM
BD7230,15,Dragon_mural,1,125,1014,349,1319,,,0x00000000,0,0,
BD7230,16,Trap_hold_person,0,1909,1360,2122,1505,,,0x00000008,0,1,GTHP
BD7230,17,Mask_wall,1,2654,2130,2764,2265,,,0x00000100,1,0,
BD7230,18,Glass_thingy,1,1225,2039,1411,2166,,,0x00000000,0,0,
BD7230,19,Table,1,3206,1556,3274,1606,,,0x00000000,0,0,
BD7230,20,Pillars,1,3046,288,3269,738,,,0x00000000,0,0,
BD7230,21,Akannas_shelves,1,3579,1077,3644,1192,,,0x00000000,0,0,BD7230IN
BD7230,22,Shelf,1,3817,1181,3885,1235,,,0x00000000,0,0,BD7230IN
BD7230,23,Fire_pit,1,2039,1542,2093,1578,,,0x00000000,0,0,
BD7230,24,Door02_info,1,2336,2106,2449,2259,,,0x00000000,0,0,
BD7300,0,Tran_bd7310,2,4337,1295,4478,1400,BD7310,Exitbd7300,0x00000E04,0,0,
BD7300,1,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD7300,2,Glint Romance 1/2,0,1415,1113,2901,3835,,,0x00000000,0,1,BDROM11
BD7300,3,Dorn Romance 2,0,2679,416,4146,1769,,,0x00000000,0,1,BDROM12
BD7300,4,Corwin Romance 3,0,3865,339,4493,1347,,,0x00000000,0,1,BDROM13
BD7300,5,Coalition Exit,0,1450,1889,1861,2377,,,0x00000000,0,0,
BD7300,6,Infopoint08,1,3896,1297,4032,1449,,,0x00000000,0,0,
BD7300,7,Trap_arrow_biting01,0,3786,1996,3866,2047,,,0x00000008,0,1,GTAR5
BD7300,8,Bdure6,0,970,3255,1102,3315,,,0x00000000,0,1,BDURE6
BD7300,9,Trandbd1010,2,1391,784,1537,918,BD1010,Exitbd7300,0x00000604,0,0,
BD7300,10,Planar_exit,0,5071,1447,5088,1465,,,0x00000000,0,0,
BD7310,0,TranBD7300,2,553,265,647,407,BD7300,Exitbd7310,0x00000204,0,0,
BD7310,1,Ff_camp,0,679,58,696,88,,,0x00000000,0,0,
BD7400,0,TranBD7410,2,1688,1484,1767,1534,BD7410,Exitbd7400,0x00000E04,0,0,
BD7400,1,Ancient Blackthorn Tree,1,1814,238,1962,430,,,0x00000400,0,1,BDSDD302
BD7400,2,Infopoint04,1,879,577,934,618,,,0x00000000,0,0,
BD7400,3,Infopoint05,1,2141,1680,2193,1719,,,0x00000000,0,0,
BD7400,4,Infopoint06,1,692,994,730,1031,,,0x00000000,0,0,
BD7400,5,Belladonna1_inactive,1,762,982,925,1039,,,0x00000100,1,0,
BD7400,6,Belladonna2_inactive,1,1131,1019,1196,1075,,,0x00000100,1,0,
BD7400,7,Belladonna3_inactive,1,1195,1049,1254,1096,,,0x00000100,1,0,
BD7400,8,Belladonna1_active,1,762,982,925,1039,,,0x00000400,0,0,BDBELLAD
BD7400,9,Belladonna2_active,1,1131,1019,1196,1075,,,0x00000400,0,0,BDBELLAD
BD7400,10,Belladonna3_active,1,1195,1049,1254,1096,,,0x00000400,0,0,BDBELLAD
BD7410,0,TranBD7400,2,791,385,831,469,BD7400,Exitbd7410,0x00000604,0,0,
BD7410,1,Infopoint05,1,645,484,720,592,,,0x00000000,0,0,
BD7410,2,Infopoint06,1,932,464,978,518,,,0x00000000,0,0,
BD7410,3,Trap_poison_dart,0,529,570,627,629,,,0x00000008,0,1,GDARTS
BD7410,4,Trap_horror,0,435,404,467,429,,,0x00000008,0,1,GT025
BD7410,5,Trap_hold_person,0,332,425,363,450,,,0x00000008,0,1,GTHP
