area,kind,source,placed_count,ea,xp_per_creature,item,charges,flags,instance_undroppable
BD5100,creature,BDSAHGD2,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDSAHGD2,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDSAHGD2,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDSAHGD2,1,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDSAHGD2,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDSAHGD3,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDSAHGD3,1,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDSAHGD3,1,128,420,XBOW01,0|0|0,8,True
BD5100,creature,BDSAHGD3,1,128,420,DAGG01,0|0|0,8,True
BD5100,creature,BDSAHGD3,1,128,420,BOLT01,40|0|0,0,False
BD5100,creature,BDSAHGD3,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDSAHGD3,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDSAHGD3,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDSAHGD3,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDSAHGD3,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDSHAMB,1,255,6000,BDPLANT,0|0|0,10,True
BD5100,creature,BDSHAMB,1,255,6000,IPSION,0|0|0,10,True
BD5100,creature,BDSHAMB,1,255,6000,BDSHAMB,0|0|0,10,True
BD5100,creature,BDSHAPUR,1,128,4000,HELMNOAN,0|0|0,0,False
BD5100,creature,BDSHAPUR,1,128,4000,DWCHAN02,0|0|0,10,True
BD5100,creature,BDSHAPUR,1,128,4000,DWSHLD01,0|0|0,10,True
BD5100,creature,BDSHAPUR,1,128,4000,DWBLUN01,1|0|0,10,True
BD5100,creature,BDSHAPUR,1,128,4000,SLNG02,0|0|0,2,False
BD5100,creature,BDSHAPUR,1,128,4000,BULL08,20|0|0,2,False
BD5100,creature,BDSHAPUR,1,128,4000,POTN52,1|0|0,2,False
BD5100,creature,BDSHAPUR,1,128,4000,BRAC11,0|0|0,2,False
BD5100,creature,BDSHAPUR,1,128,4000,BDHALB01,0|0|0,2,False
BD5100,creature,BDSHAPUR,1,128,4000,DW#HASPT,0|0|0,0,False
BD5100,creature,BDSHAPUR,1,128,4000,DW#RND28,0|0|0,0,False
BD5100,creature,BDSHRIE2,2,255,120,BDPLANT,0|0|0,10,True
BD5100,creature,BDSHRIE2,2,255,120,IPSION,0|0|0,10,True
BD5100,creature,BDSPENSS,1,128,420,CHAN01,0|0|0,8,True
BD5100,creature,BDSPENSS,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDSPENSS,1,128,420,SW1H20,0|0|0,8,True
BD5100,creature,BDSPENSS,1,128,420,SW1H20,0|0|0,8,True
BD5100,creature,BDSPENSS,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDSPENSS,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDSPENSS,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDSPENSS,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDSPIDGA,2,255,3000,ANTIWEB,0|0|0,10,True
BD5100,creature,BDSPIDGA,2,255,3000,BDSPIDGA,0|0|0,10,True
BD5100,creature,BDSTRUNK,1,128,5000,POTN52,1|0|0,0,False
BD5100,creature,BDSTRUNK,1,128,5000,UNICAEL,0|0|0,0,False
BD5100,creature,BDSTRUNK,1,128,5000,BDDAGG01,0|0|0,0,False
BD5100,creature,BDSTRUNK,1,128,5000,CLCK09,0|0|0,0,False
BD5100,creature,BDSTRUNK,1,128,5000,DW#HASPT,0|0|0,0,False
BD5100,creature,BDTHERLI,1,128,975,HELM01,0|0|0,0,False
BD5100,creature,BDTHERLI,1,128,975,PLAT10,0|0|0,0,False
BD5100,creature,BDTHERLI,1,128,975,SHLD04A,0|0|0,0,False
BD5100,creature,BDTHERLI,1,128,975,SW1H02,1|999|0,0,False
BD5100,creature,BDTHERLI,1,128,975,BDCLCK05,1|0|0,2,False
BD5100,creature,BDTHERLI,1,128,975,POTN52,1|0|0,2,False
BD5100,creature,BDTHERLI,1,128,975,POTN09,1|0|0,0,False
BD5100,creature,BDTHERLI,1,128,975,DW#HASPT,0|0|0,0,False
BD5100,creature,BDTHERLI,1,128,975,DW#RND12,0|0|0,0,False
BD5100,creature,BDTREANT,3,255,4000,BDPLANT,0|0|0,10,True
BD5100,creature,BDTREANT,3,255,4000,IPSION,0|0|0,10,True
BD5100,creature,BDTREANT,3,255,4000,BDTREANT,0|0|0,10,True
BD5100,creature,BDTURIN,1,128,975,CHAN05,0|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,BOW06,0|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,AROW05,40|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,AROW02,40|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,POTN52,1|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,POTN09,1|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,RNDTRE07,0|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,BLUN05,0|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,UNICAEL,0|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,DW#HASPT,0|0|0,0,False
BD5100,creature,BDTURIN,1,128,975,DW#RND12,0|0|0,0,False
BD5100,creature,BDUMAR,1,128,420,BDINSIGC,0|0|0,2,False
BD5100,creature,BDUMAR,1,128,420,POTN08,2|0|0,2,False
BD5100,creature,BDUMAR,1,128,420,DWDART01,8|0|0,10,True
BD5100,creature,BDUMAR,1,128,420,DWSW1H02,1|0|0,10,True
BD5100,creature,BDUMAR,1,128,420,DWCHAN01,0|0|0,10,True
BD5100,creature,BDUMAR,1,128,420,HELMNOAN,0|0|0,10,True
BD5100,creature,BDUMBER1,2,255,4000,UMBER01,0|0|0,0,False
BD5100,creature,BDVIDYAD,1,128,10000,SCRL07,0|0|0,2,False
BD5100,creature,BDVIDYAD,1,128,10000,BDSPECTQ,0|0|0,10,True
BD5100,creature,BDVIDYAD,1,128,10000,SW1H52,0|0|0,2,False
BD5100,creature,BDVIDYAD,1,128,10000,BDAMUL08,0|0|0,2,False
BD5100,creature,BDVIDYAD,1,128,10000,IMMUNE2,0|0|0,10,True
BD5100,creature,BDVIDYAD,1,128,10000,RAKRING,0|0|0,10,True
BD5100,creature,BDVIDYAD,1,128,10000,BDMISC1B,0|0|0,10,True
BD5100,creature,BDVIDYAD,1,128,10000,DW#RND06,0|0|0,0,False
BD5100,creature,BDVIDYAD,1,128,10000,DW#RND28,0|0|0,0,False
BD5100,creature,BDWE1STR,3,128,5000,IMMUNE1,0|0|0,0,False
BD5100,creature,BDWE1STR,3,128,5000,WALLPASS,0|0|0,0,False
BD5100,creature,BDWE1STR,3,128,5000,B4-32,0|0|0,0,False
BD5100,creature,BDWE1STR,3,128,5000,SPAWN,0|0|0,0,False
BD5100,container,Ogre_cache,1,,,BDBLUN05,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_02,1,,,BDMISC40,0|0|0,0,False
BD5100,container,Crate_03,1,,,POTN27,0|0|0,0,False
BD5100,container,Crate_04,1,,,RNDGEM03,1|0|0,0,False
BD5100,container,Crate_05,1,,,POTN52,2|0|0,0,False
BD5100,container,Crate_06,1,,,POTN44,1|0|0,0,False
BD5100,container,Crate_07,1,,,MISC19,1|0|0,0,False
BD5100,container,Crate_07,1,,,AMUL04,1|0|0,0,False
BD5100,container,Wagon,1,,,SHLD17A,1|0|0,0,False
BD5300,creature,BDDM01,1,128,2000,BULL02,20|0|0,0,False
BD5300,creature,BDDM01,1,128,2000,WAND04,2|0|0,0,False
BD5300,creature,BDDM01,1,128,2000,POTN08,1|0|0,0,False
BD5300,creature,BDDM01,1,128,2000,SLNG01,0|0|0,8,True
BD5300,creature,BDDM01,1,128,2000,DAGG02,0|0|0,0,False
BD5300,creature,BDDM01,1,128,2000,CLCK09,0|0|0,0,False
BD5300,creature,BDDM01,1,128,2000,DW#HASPT,0|0|0,0,False
BD5300,creature,BDDM02,1,128,2000,BRAC01,0|0|0,0,False
BD5300,creature,BDDM02,1,128,2000,WAND06,2|0|0,0,False
BD5300,creature,BDDM02,1,128,2000,POTN08,1|0|0,0,False
BD5300,creature,BDDM02,1,128,2000,DART04,20|0|0,0,False
BD5300,creature,BDDM02,1,128,2000,STAF01,0|0|0,8,True
BD5300,creature,BDDM02,1,128,2000,DW#HASPT,0|0|0,0,False
BD5300,creature,BDDM03,1,128,975,WAND02,2|0|0,0,False
BD5300,creature,BDDM03,1,128,975,POTN08,1|0|0,0,False
BD5300,creature,BDDM03,1,128,975,DART03,20|0|0,0,False
BD5300,creature,BDDM03,1,128,975,STAF01,0|0|0,8,True
BD5300,creature,BDDM03,1,128,975,CLCK10,0|0|0,0,False
BD5300,creature,BDDM03,1,128,975,DW#HASPT,0|0|0,0,False
BD5300,creature,BDDM04,1,128,1400,WAND06,2|0|0,0,False
BD5300,creature,BDDM04,1,128,1400,POTN08,1|0|0,0,False
BD5300,creature,BDDM04,1,128,1400,BULL04,20|0|0,0,False
BD5300,creature,BDDM04,1,128,1400,SLNG02,0|0|0,0,False
BD5300,creature,BDDM04,1,128,1400,DAGG01,0|0|0,8,True
BD5300,creature,BDDM04,1,128,1400,CLCK10,0|0|0,0,False
BD5300,creature,BDDM04,1,128,1400,DW#HASPT,0|0|0,0,False
BD5300,creature,BDDM05,1,128,1400,WAND04,2|0|0,0,False
BD5300,creature,BDDM05,1,128,1400,POTN08,1|0|0,0,False
BD5300,creature,BDDM05,1,128,1400,BULL09,20|0|0,0,False
BD5300,creature,BDDM05,1,128,1400,SLNG01,0|0|0,8,True
BD5300,creature,BDDM05,1,128,1400,STAF01,0|0|0,8,True
BD5300,creature,BDDM05,1,128,1400,CLCK10,0|0|0,0,False
BD5300,creature,BDDM05,1,128,1400,DW#HASPT,0|0|0,0,False
BD5300,creature,BDDM06,1,128,3000,POTN26,2|0|0,0,False
BD5300,creature,BDDM06,1,128,3000,POTN08,1|0|0,0,False
BD5300,creature,BDDM06,1,128,3000,DART03,20|0|0,0,False
BD5300,creature,BDDM06,1,128,3000,STAF01,0|0|0,8,True
BD5300,creature,BDDM06,1,128,3000,BRAC02,0|0|0,0,False
BD5300,creature,BDDM06,1,128,3000,CLCK14,0|0|0,0,False
BD5300,creature,BDDM06,1,128,3000,DW#HASPT,0|0|0,0,False
BD5300,creature,BDENDLES,1,128,9000,IMMUNE1,0|0|0,10,True
BD5300,creature,BDENDLES,1,128,9000,RING95,0|0|0,10,True
BD5300,creature,BDENDLES,1,128,9000,BDENDLES,0|0|0,10,True
BD5300,creature,BDENDLES,1,128,9000,BDXBOW01,0|0|0,2,False
BD5300,creature,BDKHERR,1,128,5000,SCRL5I,0|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,SCRL5P,0|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,BDJAR,1|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,WAND05,5|5|0,0,False
BD5300,creature,BDKHERR,1,128,5000,SCRL2D,1|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,POTN52,2|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,DART05,40|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,STAF06,0|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,BDAMUL24,0|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,MINHP1,0|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,BDRING08,0|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,CLCK17,0|0|0,0,False
BD5300,creature,BDKHERR,1,128,5000,DW#HASPT,0|0|0,0,False
BD5300,creature,BDSKGR01,2,255,750,HELMNOAN,0|0|0,10,True
BD5300,creature,BDSKGR01,2,255,750,RING95,0|0|0,10,True
BD5300,creature,BDSKGR01,2,255,750,SW2H01,0|0|0,0,False
BD5300,creature,BDSKGR02,1,255,400,RING95,0|0|0,10,True
BD5300,creature,BDSKGR02,1,255,400,AX1H01,0|999|0,0,False
BD5300,creature,BDSKGR03,1,255,1000,RING95,0|0|0,10,True
BD5300,creature,BDSKGR03,1,255,1000,S1-12M2,0|0|0,10,True
BD5300,creature,BDSKGR04,3,255,250,RING95,0|0|0,10,True
BD5300,creature,BDSKGR04,3,255,250,BOW03,0|0|0,0,False
BD5300,creature,BDSKGR04,3,255,250,SPER01,0|0|0,0,False
BD5300,creature,BDSKGR04,3,255,250,AROW09,2|0|0,0,False
BD5300,creature,BDSKGR04,3,255,250,AROW01,40|0|0,0,False
BD5300,creature,BDSKGR04,3,255,250,AROW01,40|0|0,0,False
BD5300,creature,BDSKGR08,1,255,4000,HELMNOAN,0|0|0,10,True
BD5300,creature,BDSKGR08,1,255,4000,RING95,0|0|0,10,True
BD5300,creature,BDSKGR08,1,255,4000,IMMUNE1,0|0|0,10,True
BD5300,creature,BDSKGR08,1,255,4000,SW2H02,0|0|0,10,True
BD5300,creature,BDSKGR08,1,255,4000,RNDTRI03,0|0|0,0,False
BD5300,creature,BDUNSEN,3,128,900,HELMNOAN,0|0|0,10,True
BD5300,creature,BDUNSEN,3,128,900,RING95,0|0|0,10,True
BD5300,creature,BDUNSEN,3,128,900,SW2H01,0|0|0,0,False
BD5300,creature,BDZHADRO,1,128,22000,BDSPECTQ,0|0|0,10,True
BD5300,creature,BDZHADRO,1,128,22000,LICH02,0|0|0,10,True
BD5300,creature,BDZHADRO,1,128,22000,BDZHADRO,0|0|0,10,True
BD5300,creature,BDZHADRO,1,128,22000,BDLICH,0|0|0,10,True
BD5300,creature,BDZHADRO,1,128,22000,RING31,0|0|0,2,False
BD5300,creature,BDZHADRO,1,128,22000,BDROBE01,1|1|1,2,False
BD5300,creature,BDZHADRO,1,128,22000,BDMISC1B,0|0|0,10,True
BD5300,creature,BDZOMBIE,2,128,65,RING94,0|0|0,0,False
BD5300,creature,BDZOMBIE,2,128,65,B1-8,0|0|0,0,False
BD5300,creature,C0MNEV01,1,255,0,C0MNBR06,1|0|0,2,False
BD5300,creature,C0MNEV01,1,255,0,C0MNRO03,1|0|0,2,False
BD5300,creature,C0MNEV01,1,255,0,POTN52,3|0|0,2,False
BD5300,creature,C0MNEV01,1,255,0,POTN09,1|0|0,2,False
BD5300,creature,C0MNEV01,1,255,0,DW#HASPT,0|0|0,0,False
BD5300,creature,C0MNEV01,1,255,0,DW#RND18,0|0|0,0,False
BD5300,container,Kruntur,1,,,BDAX1H02,0|0|0,0,False
BD5300,container,Kruntur,1,,,BDROBE03,0|0|0,0,False
BD5300,container,Kruntur,1,,,BDSTAF02,3|0|0,0,False
BD5300,container,Kruntur,1,,,BDCHAN02,0|0|0,0,False
BD5300,container,Scroll_cache,1,,,SCRL7B,0|0|0,0,False
BD5300,container,Scroll_cache,1,,,SCRL7D,0|0|0,0,False
BD5300,container,Hephnotes,1,,,MISC20,1|0|0,0,False
BD5300,container,Hephnotes,1,,,BDMISC21,1|0|0,0,False
